"","Year","Month","Class","Order","Family","Genus","Species","D1.","Res.","V2."
"322","2014","Jun","Parcubacteria","Candidatus Kaiserbacteria","Candidatus Kaiserbacteria_uncl","Candidatus Kaiserbacteria_uncl","Candidatus Kaiserbacteria_uncl",0.149692595562684,NA,0.257585904899284
"323","2014","Jun","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","Pirellula_uncl",0.117615610799252,NA,NA
"324","2014","Jun","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a","TM7a_uncl",0.192461908580593,NA,NA
"325","2014","Jun","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","Methylacidiphilaceae_uncl","Methylacidiphilaceae_uncl",0.299385191125368,NA,NA
"326","2014","Jun","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae_uncl","Pedosphaeraceae_uncl",0.0213846565089548,NA,NA
"327","2014","Jun","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobiaceae_uncl","Verrucomicrobiaceae_uncl",0.486500935578722,NA,NA
"328","2014","Jul","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group","CL500-29 marine group_uncl",1.14564361670877,NA,NA
"329","2014","Jul","Actinobacteria","Actinobacteria_uncl","Actinobacteria_uncl","Actinobacteria_uncl","Actinobacteria_uncl",0.111626813935726,NA,NA
"330","2014","Jul","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_uncl",0.569884260619235,NA,NA
"331","2014","Jul","Actinobacteria","Micrococcales","Microbacteriaceae","Aurantimicrobium","Aurantimicrobium_uncl",0.446507255742906,NA,NA
"332","2014","Jul","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna","Candidatus Aquiluna_uncl",0.705011456436167,NA,NA
"333","2014","Jul","Alphaproteobacteria","Rickettsiales","Rickettsiales_uncl","Rickettsiales_uncl","Rickettsiales_uncl",0.258504200693261,NA,NA
"334","2014","Jul","Babeliae","Babeliales","Babeliaceae","Babeliaceae_uncl","Babeliaceae_uncl",0.0235003818812056,NA,NA
"335","2014","Jul","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","UCG-004","UCG-004_uncl",0.0822513365842195,NA,NA
"336","2014","Jul","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiellaceae_uncl","Barnesiellaceae_uncl",0.123377004876329,NA,NA
"337","2014","Jul","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter","Paludibacter_uncl",0.0881264320545209,NA,NA
"338","2014","Jul","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus","Roseimarinus_uncl",0.0881264320545209,NA,NA
"339","2014","Jul","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_uncl",0.0117501909406028,NA,NA
"340","2014","Jul","Bacteroidia","Bacteroidales","Williamwhitmaniaceae","Williamwhitmaniaceae_uncl","Williamwhitmaniaceae_uncl",0.0411256682921098,NA,NA
"341","2014","Jul","Bacteroidia","Chitinophagales","Chitinophagaceae","Dinghuibacter","Dinghuibacter_uncl",0.105751718465425,NA,NA
"342","2014","Jul","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella","Lewinella_uncl",0.945890370718524,NA,NA
"343","2014","Jul","Bacteroidia","Chitinophagales","Saprospiraceae","Saprospiraceae_uncl","Saprospiraceae_uncl",1.06339228012455,NA,NA
"344","2014","Jul","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Fluviicola_uncl",0.258504200693261,NA,NA
"345","2014","Jul","Bacteroidia","Flavobacteriales","NS9 marine group","NS9 marine group_uncl","NS9 marine group_uncl",0.111626813935726,NA,NA
"346","2014","Jul","Bacteroidia","Sphingobacteriales","AKYH767","AKYH767_uncl","AKYH767_uncl",0.405381587450796,0.1953125,NA
"347","2014","Jul","Bacteroidia","Sphingobacteriales","KD1-131","KD1-131_uncl","KD1-131_uncl",0.0117501909406028,NA,NA
"348","2014","Jul","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","Peredibacter_uncl",0.387756301039892,0.364583333333333,NA
"349","2014","Jul","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","OM27 clade_uncl",0.652135597203454,NA,NA
"350","2014","Jul","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfuricurvum","Sulfuricurvum_uncl",0.0528758592327125,NA,NA
"351","2014","Jul","Chitinivibrionia","Chitinivibrionales","Chitinivibrionaceae","possible genus 03","possible genus 03_uncl",0.0998766229951237,NA,NA
"352","2014","Jul","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexaceae_uncl","Roseiflexaceae_uncl",1.06926737559485,NA,NA
"353","2014","Jul","Clostridia","Hungateiclostridiaceae","Ruminiclostridium","Ruminiclostridium_uncl","Ruminiclostridium_uncl",0.182127959579343,NA,NA
"354","2014","Jul","Cyanobacteriia","Limnotrichales","Limnotrichaceae","Limnothrix","Limnothrix_uncl",0.0352505728218084,NA,NA
"355","2014","Jul","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacteraceae_uncl","Fibrobacteraceae_uncl",0.0940015275248223,NA,NA
"356","2014","Jul","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Hypnocyclicus","Hypnocyclicus_uncl",0.264379296163563,NA,NA
"357","2014","Jul","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia","Lautropia_uncl",0.229128723341754,NA,NA
"358","2014","Jul","Gammaproteobacteria","Burkholderiales","Burkholderiales_uncl","Burkholderiales_uncl","Burkholderiales_uncl",0.0763762411139181,NA,NA
"359","2014","Jul","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Candidatus Symbiobacter","Candidatus Symbiobacter_uncl",0.0117501909406028,NA,NA
"360","2014","Jul","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_uncl","Comamonadaceae_uncl",0.346630632747782,NA,NA
"361","2014","Jul","Gammaproteobacteria","Burkholderiales","Comamonadaceae","RS62 marine group","RS62 marine group_uncl",0.0117501909406028,NA,NA
"362","2014","Jul","Gammaproteobacteria","Burkholderiales","MWH-UniP1 aquatic group","MWH-UniP1 aquatic group_uncl","MWH-UniP1 aquatic group_uncl",0.775512602079784,NA,NA
"363","2014","Jul","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","Ellin6067_uncl",0.299629868985371,NA,NA
"364","2014","Jul","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Rhodocyclaceae_uncl","Rhodocyclaceae_uncl",0.0881264320545209,NA,NA
"365","2014","Jul","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrionaceae_uncl","Cellvibrionaceae_uncl",0.0411256682921098,NA,NA
"366","2014","Jul","Gammaproteobacteria","Gammaproteobacteria_uncl","Gammaproteobacteria_uncl","Gammaproteobacteria_uncl","Gammaproteobacteria_uncl",0.0587509547030139,NA,NA
"367","2014","Jul","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Legionella_uncl",0.0822513365842195,NA,NA
"368","2014","Jul","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacteraceae_uncl","Steroidobacteraceae_uncl",0.352505728218084,NA,NA
"369","2014","Jul","Oligoflexia","Oligoflexales","Oligoflexales_uncl","Oligoflexales_uncl","Oligoflexales_uncl",0.111626813935726,0.286458333333333,NA
"370","2014","Jul","Polyangia","Nannocystales","Nannocystaceae","Nannocystis","Nannocystis_uncl",0.0176252864109042,NA,NA
"371","2014","Jul","Proteobacteria_uncl","Proteobacteria_uncl","Proteobacteria_uncl","Proteobacteria_uncl","Proteobacteria_uncl",0.0763762411139181,NA,NA
"372","2014","Jul","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a","TM7a_uncl",0.264379296163563,NA,NA
"373","2014","Jul","SAR324 clade(Marine group B)_uncl","SAR324 clade(Marine group B)_uncl","SAR324 clade(Marine group B)_uncl","SAR324 clade(Marine group B)_uncl","SAR324 clade(Marine group B)_uncl",0.188003055049645,NA,NA
"374","2014","Jul","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutaceae_uncl","Opitutaceae_uncl",0.0763762411139181,NA,NA
"375","2014","Jul","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobiaceae_uncl","Verrucomicrobiaceae_uncl",0.63451031079255,NA,NA
"376","2014","Aug","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group","CL500-29 marine group_uncl",0.158149996485556,0.148353278607457,NA
"377","2014","Aug","Actinobacteria","Micrococcales","Microbacteriaceae","Aurantimicrobium","Aurantimicrobium_uncl",0.0738033316932593,NA,NA
"378","2014","Aug","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna","Candidatus Aquiluna_uncl",1.18436775145849,NA,NA
"379","2014","Aug","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae_uncl","Microbacteriaceae_uncl",0.00702888873269136,NA,NA
"380","2014","Aug","Actinobacteria","Micrococcales","Microbacteriaceae","SV1-3","SV1-3_uncl",0.00702888873269136,NA,NA
"381","2014","Aug","Alphaproteobacteria","Azospirillales","Azospirillales Incertae Sedis","Stella","Stella_uncl",0.0527166654951852,NA,NA
"382","2014","Aug","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus Odyssella","Candidatus Odyssella_uncl",0.087861109158642,NA,NA
"383","2014","Aug","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Phreatobacter","Phreatobacter_uncl",0.0492022211288395,NA,NA
"384","2014","Aug","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Gemmobacter","Gemmobacter_uncl",0.0667744429605679,NA,NA
"385","2014","Aug","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","Terasakiellaceae_uncl","Terasakiellaceae_uncl",0.151121107752864,NA,NA
"386","2014","Aug","Alphaproteobacteria","Rickettsiales","Candidatus Jidaibacter","Candidatus Jidaibacter_uncl","Candidatus Jidaibacter_uncl",0.0175722218317284,NA,NA
"387","2014","Aug","Alphaproteobacteria","Rickettsiales","Fokiniaceae","Fokiniaceae_uncl","Fokiniaceae_uncl",0.087861109158642,NA,NA
"388","2014","Aug","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsiaceae_uncl","Rickettsiaceae_uncl",0.0948899978913334,NA,NA
"389","2014","Aug","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","Altererythrobacter_uncl",0.0667744429605679,NA,NA
"390","2014","Aug","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_uncl","Anaerolineaceae_uncl",0.0843466647922963,0.138463060033627,NA
"391","2014","Aug","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","UCG-004","UCG-004_uncl",0.0316299992971111,NA,NA
"392","2014","Aug","Bacteroidia","Bacteroidales","Bacteroidales_uncl","Bacteroidales_uncl","Bacteroidales_uncl",0.13003444155479,NA,NA
"393","2014","Aug","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","Bacteroidetes BD2-2_uncl","Bacteroidetes BD2-2_uncl",0.0175722218317284,NA,NA
"394","2014","Aug","Bacteroidia","Bacteroidales","Bacteroidetes vadinHA17","Bacteroidetes vadinHA17_uncl","Bacteroidetes vadinHA17_uncl",0.0175722218317284,NA,NA
"395","2014","Aug","Bacteroidia","Bacteroidales","Marinilabiliaceae","[Cytophaga] xylanolytica group","[Cytophaga] xylanolytica group_uncl",0.15463555211921,NA,NA
"396","2014","Aug","Bacteroidia","Bacteroidales","Prolixibacteraceae","Mangrovibacterium","Mangrovibacterium_uncl",0.0808322204259507,NA,NA
"397","2014","Aug","Bacteroidia","Bacteroidales","Prolixibacteraceae","Prolixibacteraceae_uncl","Prolixibacteraceae_uncl",0.0421733323961482,NA,NA
"398","2014","Aug","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus","Roseimarinus_uncl",0.0632599985942223,NA,NA
"399","2014","Aug","Bacteroidia","Bacteroidales","Rikenellaceae","Mucinivorans","Mucinivorans_uncl",0.0140577774653827,NA,NA
"400","2014","Aug","Bacteroidia","Chitinophagales","Chitinophagaceae","Aurantisolimonas","Aurantisolimonas_uncl",0.0281155549307654,NA,NA
"401","2014","Aug","Bacteroidia","Chitinophagales","Chitinophagaceae","Dinghuibacter","Dinghuibacter_uncl",0.0597455542278766,NA,NA
"402","2014","Aug","Bacteroidia","Chitinophagales","Chitinophagaceae","Lacibacter","Lacibacter_uncl",0.15463555211921,NA,NA
"403","2014","Aug","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium","Sediminibacterium_uncl",0.0632599985942223,NA,NA
"404","2014","Aug","Bacteroidia","Chitinophagales","Chitinophagales_uncl","Chitinophagales_uncl","Chitinophagales_uncl",0.112462219723062,NA,NA
"405","2014","Aug","Bacteroidia","Chitinophagales","Saprospiraceae","Haliscomenobacter","Haliscomenobacter_uncl",0.10543333099037,NA,NA
"406","2014","Aug","Bacteroidia","Cytophagales","MWH-CFBk5","MWH-CFBk5_uncl","MWH-CFBk5_uncl",0.126519997188445,NA,NA
"407","2014","Aug","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Fluviicola_uncl",0.0738033316932593,NA,NA
"408","2014","Aug","Bacteroidia","Flavobacteriales","Cryomorphaceae","Cryomorphaceae_uncl","Cryomorphaceae_uncl",0.119491108455753,NA,NA
"409","2014","Aug","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_uncl",0.0246011105644198,NA,NA
"410","2014","Aug","Bacteroidia","SM1A07","SM1A07_uncl","SM1A07_uncl","SM1A07_uncl",0.0843466647922963,NA,NA
"411","2014","Aug","Bacteroidia","Sphingobacteriales","AKYH767","AKYH767_uncl","AKYH767_uncl",0.123005552822099,NA,NA
"412","2014","Aug","Bacteroidia","Sphingobacteriales","NS11-12 marine group","NS11-12 marine group_uncl","NS11-12 marine group_uncl",0.10543333099037,0.178023934328949,NA
"413","2014","Aug","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","Peredibacter_uncl",0.291698882406692,NA,NA
"414","2014","Aug","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Bdellovibrio_uncl",0.882125535952766,NA,NA
"415","2014","Aug","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_uncl","Lachnospiraceae_uncl",0.0527166654951852,NA,NA
"416","2014","Aug","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfoprunum","Desulfoprunum_uncl",0.123005552822099,NA,NA
"417","2014","Aug","Desulfobulbia","Desulfobulbales","Desulfurivibrionaceae","Desulfurivibrio","Desulfurivibrio_uncl",0.0316299992971111,NA,NA
"418","2014","Aug","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Hypnocyclicus","Hypnocyclicus_uncl",0.147606663386519,NA,NA
"419","2014","Aug","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia","Lautropia_uncl",0.650172207773951,NA,NA
"420","2014","Aug","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_uncl","Comamonadaceae_uncl",0.0316299992971111,0.00989021857383048,NA
"421","2014","Aug","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga_uncl",0.0843466647922963,0.454950054396202,NA
"422","2014","Aug","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylophilaceae_uncl","Methylophilaceae_uncl",0.00702888873269136,0.0296706557214914,NA
"423","2014","Aug","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Neisseriaceae_uncl","Neisseriaceae_uncl",0.0702888873269136,NA,NA
"424","2014","Aug","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_uncl","Oxalobacteraceae_uncl",0.263583327475926,0.0692315300168134,NA
"425","2014","Aug","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Propionivibrio","Propionivibrio_uncl",0.0597455542278766,NA,NA
"426","2014","Aug","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Rhodocyclaceae_uncl","Rhodocyclaceae_uncl",0.0281155549307654,0.019780437147661,NA
"427","2014","Aug","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Sutterellaceae_uncl","Sutterellaceae_uncl",0.193294440149012,NA,NA
"428","2014","Aug","Gammaproteobacteria","Burkholderiales","TRA3-20","TRA3-20_uncl","TRA3-20_uncl",0.0246011105644198,NA,NA
"429","2014","Aug","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","BD1-7 clade","BD1-7 clade_uncl",0.0843466647922963,NA,NA
"430","2014","Aug","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacteraceae_uncl","Steroidobacteraceae_uncl",0.161664440851901,NA,NA
"431","2014","Aug","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Silanimonas","Silanimonas_uncl",0.33387221480284,NA,NA
"432","2014","Aug","Kapabacteria","Kapabacteriales","Kapabacteriales_uncl","Kapabacteriales_uncl","Kapabacteriales_uncl",0.0316299992971111,NA,NA
"433","2014","Aug","Margulisbacteria_uncl","Margulisbacteria_uncl","Margulisbacteria_uncl","Margulisbacteria_uncl","Margulisbacteria_uncl",0.186265551416321,NA,NA
"434","2014","Aug","Myxococcia","Myxococcales","Myxococcaceae","Myxococcaceae_uncl","Myxococcaceae_uncl",0.0492022211288395,NA,NA
"435","2014","Aug","Oligoflexia","Silvanigrellales","Silvanigrellaceae","Silvanigrellaceae_uncl","Silvanigrellaceae_uncl",0.112462219723062,NA,NA
"436","2014","Aug","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3","CL500-3_uncl",1.37766219160751,NA,NA
"437","2014","Aug","Proteobacteria_uncl","Proteobacteria_uncl","Proteobacteria_uncl","Proteobacteria_uncl","Proteobacteria_uncl",0.0948899978913334,NA,NA
"438","2014","Oct","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna","Candidatus Aquiluna_uncl",0.0156140213912093,NA,NA
"439","2014","Oct","Actinobacteria","PeM15","PeM15_uncl","PeM15_uncl","PeM15_uncl",0.124912171129674,NA,NA
"440","2014","Oct","Alphaproteobacteria","Rickettsiales","Rickettsiales_uncl","Rickettsiales_uncl","Rickettsiales_uncl",0.179561245998907,0.231481481481481,0.273733980340923
"441","2014","Oct","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter","tepidarius",0.335701459911,NA,NA
"442","2014","Oct","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingoaurantiacus","Sphingoaurantiacus_uncl",0.156140213912093,NA,NA
"443","2014","Oct","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","UCG-004","UCG-004_uncl",0.0546490748692326,NA,NA
"444","2014","Oct","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus_uncl",0.171754235303302,NA,NA
"445","2014","Oct","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium","Sediminibacterium_uncl",0.21859629947693,NA,NA
"446","2014","Oct","Bacteroidia","Chitinophagales","Saprospiraceae","Saprospiraceae_uncl","Saprospiraceae_uncl",0.359122491997814,0.161030595813205,NA
"447","2014","Oct","Bacteroidia","Cytophagales","Microscillaceae","Microscillaceae_uncl","Microscillaceae_uncl",0.0702630962604419,NA,NA
"448","2014","Oct","Bacteroidia","Flavobacteriales","Cryomorphaceae","Cryomorphaceae_uncl","Cryomorphaceae_uncl",0.257631352954954,NA,NA
"449","2014","Oct","Bacteroidia","Sphingobacteriales","env.OPS 17","env.OPS 17_uncl","env.OPS 17_uncl",0.10149113904286,NA,NA
"450","2014","Oct","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307","Cyanobium PCC-6307_uncl",0.398157545475837,NA,2.16498693542367
"451","2014","Oct","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus MBIC10613","Synechococcus MBIC10613_uncl",0.0546490748692326,NA,NA
"452","2014","Oct","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_uncl","Comamonadaceae_uncl",0.0624560855648372,0.0201288244766506,0.0248849073037203
"453","2014","Oct","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Neisseriaceae_uncl","Neisseriaceae_uncl",0.109298149738465,NA,0.311061341296504
"454","2014","Oct","Gammaproteobacteria","Gammaproteobacteria_uncl","Gammaproteobacteria_uncl","Gammaproteobacteria_uncl","Gammaproteobacteria_uncl",0.0468420641736279,NA,NA
"455","2014","Oct","Ignavibacteria","Ignavibacteriales","PHOS-HE36","PHOS-HE36_uncl","PHOS-HE36_uncl",0.0780701069560465,NA,NA
"456","2014","Oct","Vampirivibrionia","Caenarcaniphilales","Caenarcaniphilales_uncl","Caenarcaniphilales_uncl","Caenarcaniphilales_uncl",0.0468420641736279,NA,NA
"457","2014","Dec","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group","CL500-29 marine group_uncl",0.352238273586588,NA,NA
"458","2014","Dec","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","Erythrobacter_uncl",0.173889780631354,NA,NA
"459","2014","Dec","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus","Sphingorhabdus_uncl",0.147137506688068,NA,NA
"460","2014","Dec","Bacilli","Mycoplasmatales","Mycoplasmataceae","Candidatus Bacilloplasma","Candidatus Bacilloplasma_uncl",0.124843945068664,0.0145180023228804,NA
"461","2014","Dec","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","Desulfatiglans_uncl",0.0668806848582129,NA,NA
"462","2014","Dec","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Rheinheimera","Rheinheimera_uncl",0.160513643659711,0.217770034843206,NA
"463","2014","Dec","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter","Polynucleobacter_uncl",0.00891742464776173,NA,NA
"464","2014","Dec","Gammaproteobacteria","Burkholderiales","Comamonadaceae","RS62 marine group","RS62 marine group_uncl",0.0356696985910469,NA,NA
"465","2014","Dec","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylophilaceae_uncl","Methylophilaceae_uncl",0.0445871232388086,NA,NA
"466","2014","Dec","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia_uncl",0.160513643659711,NA,NA
"467","2014","Dec","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Aestuariicella","Aestuariicella_uncl",0.0267522739432852,NA,NA
"468","2014","Dec","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio","Cellvibrio_uncl",0.0356696985910469,0.125822686798297,NA
"469","2014","Dec","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Pectobacterium","carotovorum",0.138220082040307,NA,NA
"470","2014","Dec","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonadaceae_uncl","Methylomonadaceae_uncl",0.0936329588014981,NA,NA
"471","2014","Dec","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Methylophaga","Methylophaga_uncl",0.0713393971820938,NA,NA
"472","2014","Dec","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas","Marinomonas_uncl",0.285357588728375,NA,NA
"473","2014","Dec","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas","pontica",0.120385232744783,NA,NA
"474","2014","Dec","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","Psychrobacter_uncl",0.0535045478865704,NA,NA
"475","2014","Dec","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Panacagrimonas","Panacagrimonas_uncl",0.0668806848582129,NA,NA
"476","2014","Dec","SAR324 clade(Marine group B)_uncl","SAR324 clade(Marine group B)_uncl","SAR324 clade(Marine group B)_uncl","SAR324 clade(Marine group B)_uncl","SAR324 clade(Marine group B)_uncl",0.0445871232388086,NA,NA
"477","2014","Dec","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobiaceae_uncl","Verrucomicrobiaceae_uncl",0.0802568218298555,NA,NA
"478","2013","Jan","Actinobacteria","Micrococcales","Microbacteriaceae","Aurantimicrobium","Aurantimicrobium_uncl",NA,NA,0.783445456867921
"479","2013","Jan","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Paracaedibacteraceae_uncl","Paracaedibacteraceae_uncl",NA,NA,0.021289278719237
"480","2013","Jan","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_uncl","Rhizobiaceae_uncl",NA,NA,0.161798518266201
"481","2013","Jan","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium_uncl",NA,NA,0.183087796985438
"482","2013","Jan","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter","Paludibacter_uncl",NA,NA,0.0510942689261688
"483","2013","Jan","Bacteroidia","Chitinophagales","Chitinophagaceae","Rurimicrobium","Rurimicrobium_uncl",NA,NA,0.0298049902069318
"484","2013","Jan","Bacteroidia","Chitinophagales","Chitinophagaceae","UTBCD1","UTBCD1_uncl",NA,NA,0.0340628459507792
"485","2013","Jan","Bacteroidia","Cytophagales","Spirosomaceae","Arcicella","Arcicella_uncl",NA,NA,0.0468364131823214
"486","2013","Jan","Bacteroidia","Cytophagales","Spirosomaceae","Flectobacillus","Flectobacillus_uncl",NA,NA,0.0510942689261688
"487","2013","Jan","Bacteroidia","Cytophagales","Spirosomaceae","Lacihabitans","Lacihabitans_uncl",NA,NA,0.085157114876948
"488","2013","Jan","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella","Pseudarcicella_uncl",NA,NA,0.642936217320957
"489","2013","Jan","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_uncl","Flavobacteriaceae_uncl",NA,NA,0.0723835476454058
"490","2013","Jan","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_uncl",NA,0.567174760723148,0.583326236907094
"491","2013","Jan","Bacteroidia","Flavobacteriales","Flavobacteriales_uncl","Flavobacteriales_uncl","Flavobacteriales_uncl",NA,NA,0.0255471344630844
"492","2013","Jan","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","Pseudarcobacter_uncl",NA,NA,0.259729200374691
"493","2013","Jan","Clostridia","Clostridia UCG-014","Clostridia UCG-014_uncl","Clostridia UCG-014_uncl","Clostridia UCG-014_uncl",NA,NA,0.0255471344630844
"494","2013","Jan","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1","Clostridium sensu stricto 1_uncl",NA,NA,0.0596099804138636
"495","2013","Jan","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Leptothrix","Leptothrix_uncl",NA,NA,0.0340628459507792
"496","2013","Jan","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax","Rhodoferax_uncl",NA,1.45844938471667,0.0383207016946266
"497","2013","Jan","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rubrivivax","Rubrivivax_uncl",NA,NA,0.085157114876948
"498","2013","Jan","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylophilaceae_uncl","Methylophilaceae_uncl",NA,0.0101281207271991,0.0170314229753896
"499","2013","Jan","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera","mobilis",NA,NA,0.0808992591331006
"500","2013","Jan","Gammaproteobacteria","Burkholderiales","Methylophilaceae","OM43 clade","OM43 clade_uncl",NA,NA,0.0255471344630844
